,Age,Country,EdLevel,YearsCodePro,RemoteWork,Salary
790,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,Hybrid,55910.0
795,35-44 years old,United States of America,Less than a Bachelors,13.0,Remote,88000.0
799,25-34 years old,Netherlands,Less than a Bachelors,6.0,Hybrid,31993.0
801,25-34 years old,Poland,Master’s degree,9.0,Remote,69372.0
804,35-44 years old,Switzerland,Master’s degree,15.0,Person,279233.0
805,35-44 years old,Czech Republic,Bachelor’s degree,12.0,Remote,57156.0
809,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,20.0,Remote,87948.0
811,Over 45,Denmark,Master’s degree,27.0,Hybrid,111840.0
818,35-44 years old,United States of America,Post grad,20.0,Person,134000.0
819,18-24 years old,Germany,Bachelor’s degree,4.0,Hybrid,60040.0
820,35-44 years old,United States of America,Less than a Bachelors,6.0,Remote,175000.0
821,35-44 years old,Denmark,Bachelor’s degree,8.0,Hybrid,77688.0
828,25-34 years old,France,Master’s degree,4.0,Hybrid,38392.0
832,18-24 years old,France,Master’s degree,1.0,Hybrid,49056.0
834,18-24 years old,Canada,Bachelor’s degree,4.0,Hybrid,200000.0
838,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,Remote,138203.0
839,25-34 years old,United States of America,Bachelor’s degree,4.0,Remote,150000.0
842,25-34 years old,United States of America,Bachelor’s degree,8.0,Remote,147000.0
843,35-44 years old,United States of America,Less than a Bachelors,10.0,Remote,165000.0
845,25-34 years old,Italy,Less than a Bachelors,12.0,Hybrid,36259.0
853,25-34 years old,India,Master’s degree,6.0,Hybrid,24118.0
854,25-34 years old,United States of America,Bachelor’s degree,8.0,Remote,140000.0
855,25-34 years old,United States of America,Bachelor’s degree,7.0,Hybrid,116000.0
857,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,155000.0
858,35-44 years old,United States of America,Bachelor’s degree,16.0,Remote,175000.0
860,18-24 years old,United States of America,Less than a Bachelors,3.0,Remote,135000.0
868,35-44 years old,United States of America,Bachelor’s degree,2.0,Person,140000.0
869,25-34 years old,Sweden,Less than a Bachelors,10.0,Hybrid,75576.0
870,25-34 years old,United States of America,Bachelor’s degree,4.0,Hybrid,61000.0
871,35-44 years old,United States of America,Bachelor’s degree,24.0,Remote,178000.0
877,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,7.0,Hybrid,125639.0
878,35-44 years old,United States of America,Post grad,10.0,Remote,160000.0
879,18-24 years old,United States of America,Bachelor’s degree,2.0,Hybrid,89000.0
882,35-44 years old,United States of America,Bachelor’s degree,13.0,Remote,185000.0
883,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,16.0,Remote,100511.0
884,18-24 years old,United States of America,Bachelor’s degree,3.0,Hybrid,90000.0
887,18-24 years old,France,Master’s degree,2.0,Person,30713.0
892,18-24 years old,United States of America,Less than a Bachelors,7.0,Hybrid,62500.0
895,25-34 years old,United States of America,Bachelor’s degree,3.0,Remote,105000.0
902,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,Hybrid,182177.0
908,35-44 years old,United States of America,Master’s degree,11.0,Person,180000.0
917,25-34 years old,Norway,Bachelor’s degree,3.0,Hybrid,67409.0
920,25-34 years old,United States of America,Bachelor’s degree,6.0,Remote,80000.0
923,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,Remote,69102.0
925,18-24 years old,United States of America,Less than a Bachelors,1.0,Remote,128750.0
927,18-24 years old,United States of America,Bachelor’s degree,3.0,Remote,170000.0
928,25-34 years old,United States of America,Less than a Bachelors,8.0,Remote,125000.0
930,25-34 years old,United States of America,Bachelor’s degree,4.0,Hybrid,80000.0
935,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,Remote,45858.0
936,25-34 years old,Belgium,Bachelor’s degree,7.0,Hybrid,63986.0
939,18-24 years old,United States of America,Less than a Bachelors,4.0,Person,170000.0
940,Over 45,Sweden,Less than a Bachelors,35.0,Remote,65820.0
941,25-34 years old,India,Bachelor’s degree,8.0,Hybrid,77383.0
943,25-34 years old,United States of America,Less than a Bachelors,4.0,Remote,100000.0
944,35-44 years old,Norway,Bachelor’s degree,10.0,Hybrid,103705.0
947,18-24 years old,United States of America,Bachelor’s degree,0.5,Hybrid,120000.0
949,35-44 years old,United States of America,Less than a Bachelors,13.0,Hybrid,200000.0
950,18-24 years old,United States of America,Bachelor’s degree,2.0,Hybrid,165000.0
951,25-34 years old,Denmark,Master’s degree,2.0,Hybrid,77436.0
954,Over 45,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25.0,Remote,163331.0
955,35-44 years old,Switzerland,Post grad,15.0,Person,134445.0
958,Over 45,Australia,Post grad,20.0,Remote,99080.0
959,25-34 years old,India,Bachelor’s degree,6.0,Remote,51589.0
961,25-34 years old,Israel,Bachelor’s degree,10.0,Hybrid,125544.0
963,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,250000.0
966,25-34 years old,United States of America,Less than a Bachelors,3.0,Remote,95000.0
968,25-34 years old,France,Bachelor’s degree,18.0,Person,33603.0
969,18-24 years old,Poland,Bachelor’s degree,3.0,Remote,31908.0
970,35-44 years old,United States of America,Less than a Bachelors,9.0,Remote,81000.0
976,18-24 years old,United States of America,Master’s degree,0.5,Remote,105000.0
977,18-24 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,Hybrid,37692.0
979,25-34 years old,United States of America,Bachelor’s degree,10.0,Hybrid,175000.0
980,25-34 years old,Belgium,Less than a Bachelors,4.0,Hybrid,53748.0
981,25-34 years old,Netherlands,Bachelor’s degree,6.0,Remote,83184.0
984,25-34 years old,United States of America,Bachelor’s degree,6.0,Hybrid,120000.0
985,35-44 years old,Finland,Bachelor’s degree,12.0,Remote,74651.0
987,35-44 years old,United States of America,Master’s degree,14.0,Remote,195000.0
988,25-34 years old,Spain,Master’s degree,7.0,Remote,69318.0
989,35-44 years old,Israel,Less than a Bachelors,23.0,Hybrid,157836.0
995,25-34 years old,United States of America,Bachelor’s degree,5.0,Remote,160000.0
997,25-34 years old,United States of America,Less than a Bachelors,4.0,Remote,181000.0
998,35-44 years old,United States of America,Bachelor’s degree,11.0,Remote,145000.0
1003,35-44 years old,Germany,Master’s degree,4.0,Remote,85315.0
1004,35-44 years old,France,Master’s degree,18.0,Remote,92136.0
1005,25-34 years old,United States of America,Bachelor’s degree,3.0,Remote,82000.0
1006,25-34 years old,United States of America,Less than a Bachelors,9.0,Hybrid,180000.0
1009,35-44 years old,United States of America,Bachelor’s degree,8.0,Remote,230000.0
1010,25-34 years old,Denmark,Master’s degree,10.0,Hybrid,80868.0
1012,25-34 years old,Czech Republic,Master’s degree,3.0,Hybrid,28584.0
1021,35-44 years old,United States of America,Master’s degree,3.0,Hybrid,204000.0
1022,25-34 years old,Germany,Master’s degree,6.0,Hybrid,111976.0
1023,25-34 years old,Canada,Bachelor’s degree,3.0,Hybrid,55830.0
1024,18-24 years old,Germany,Bachelor’s degree,3.0,Remote,89581.0
1025,25-34 years old,Denmark,Bachelor’s degree,6.0,Remote,106680.0
1028,25-34 years old,United States of America,Master’s degree,7.0,Remote,236000.0
1030,25-34 years old,Canada,Bachelor’s degree,5.0,Remote,117126.0
1036,35-44 years old,United States of America,Bachelor’s degree,20.0,Hybrid,112000.0
1038,25-34 years old,United States of America,Bachelor’s degree,11.0,Remote,90000.0
1040,35-44 years old,United States of America,Bachelor’s degree,16.0,Person,130000.0
1041,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,122500.0
1043,25-34 years old,United States of America,Bachelor’s degree,4.0,Hybrid,91000.0
1044,25-34 years old,Sweden,Master’s degree,6.0,Hybrid,52104.0
1046,Over 45,Canada,Bachelor’s degree,25.0,Remote,234252.0
1047,25-34 years old,Portugal,Bachelor’s degree,7.0,Hybrid,53322.0
1049,35-44 years old,United States of America,Master’s degree,7.0,Remote,150000.0
1051,18-24 years old,United States of America,Bachelor’s degree,0.5,Hybrid,120000.0
1052,35-44 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,Remote,251279.0
1062,25-34 years old,Israel,Bachelor’s degree,7.0,Hybrid,172188.0
1063,25-34 years old,United States of America,Bachelor’s degree,4.0,Remote,240000.0
1068,18-24 years old,Italy,Bachelor’s degree,2.0,Remote,117308.0
1069,35-44 years old,Canada,Bachelor’s degree,17.0,Remote,101509.0
1070,18-24 years old,United States of America,Master’s degree,3.0,Hybrid,92000.0
1073,35-44 years old,South Africa,Master’s degree,8.0,Remote,164370.0
1074,25-34 years old,United States of America,Master’s degree,7.0,Hybrid,95000.0
1076,25-34 years old,United States of America,Less than a Bachelors,0.5,Hybrid,45000.0
1078,18-24 years old,Germany,Bachelor’s degree,2.0,Person,16632.0
1082,35-44 years old,Spain,Bachelor’s degree,10.0,Remote,35192.0
1083,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Master’s degree,0.5,Hybrid,43974.0
1084,25-34 years old,Canada,Bachelor’s degree,6.0,Hybrid,81988.0
1086,18-24 years old,Germany,Less than a Bachelors,2.0,Remote,49908.0
1088,35-44 years old,United States of America,Master’s degree,16.0,Remote,140000.0
1090,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,Hybrid,113075.0
1091,25-34 years old,United States of America,Bachelor’s degree,1.0,Person,110000.0
1097,35-44 years old,United States of America,Less than a Bachelors,10.0,Remote,100000.0
1100,25-34 years old,United States of America,Bachelor’s degree,5.0,Remote,85000.0
1102,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,Hybrid,113075.0
1103,35-44 years old,United States of America,Master’s degree,7.0,Remote,230000.0
1104,25-34 years old,United States of America,Bachelor’s degree,8.0,Remote,165000.0
1105,25-34 years old,United States of America,Master’s degree,3.0,Hybrid,180000.0
1106,35-44 years old,Brazil,Master’s degree,10.0,Remote,110000.0
1108,35-44 years old,Brazil,Post grad,7.0,Remote,32412.0
1109,35-44 years old,United States of America,Less than a Bachelors,22.0,Remote,120000.0
1111,25-34 years old,United States of America,Bachelor’s degree,3.0,Person,85000.0
1112,18-24 years old,Netherlands,Master’s degree,0.5,Hybrid,42657.0
1115,25-34 years old,United States of America,Less than a Bachelors,12.0,Remote,250000.0
1118,Prefer not to say,United States of America,Bachelor’s degree,24.0,Remote,130000.0
1119,35-44 years old,Canada,Master’s degree,11.0,Remote,100000.0
1120,18-24 years old,United States of America,Bachelor’s degree,2.0,Remote,140000.0
1124,18-24 years old,Poland,Bachelor’s degree,3.0,Remote,33300.0
1129,25-34 years old,United States of America,Bachelor’s degree,4.0,Remote,130000.0
1130,Over 45,Sweden,Master’s degree,22.0,Person,73140.0
1131,35-44 years old,Brazil,Less than a Bachelors,17.0,Remote,37392.0
1132,25-34 years old,India,Master’s degree,3.0,Remote,64486.0
1133,35-44 years old,United States of America,Bachelor’s degree,18.0,Person,280000.0
1137,25-34 years old,United States of America,Less than a Bachelors,4.0,Person,170000.0
1138,25-34 years old,Sweden,Master’s degree,3.0,Hybrid,63384.0
1140,Over 45,Finland,Bachelor’s degree,15.0,Hybrid,44796.0
1141,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,170000.0
1145,18-24 years old,United States of America,Master’s degree,6.0,Remote,115000.0
1150,18-24 years old,Austria,Less than a Bachelors,0.5,Person,47776.0
1154,35-44 years old,United States of America,Bachelor’s degree,7.0,Remote,100000.0
1155,18-24 years old,United States of America,Master’s degree,2.0,Remote,151000.0
1156,25-34 years old,France,Master’s degree,6.0,Hybrid,42231.0
1157,18-24 years old,Canada,Bachelor’s degree,0.5,Remote,48998.0
1161,25-34 years old,United States of America,Less than a Bachelors,6.0,Person,200000.0
1162,25-34 years old,United States of America,Bachelor’s degree,7.0,Hybrid,159000.0
1163,25-34 years old,Canada,Bachelor’s degree,1.0,Remote,54020.0
1164,35-44 years old,Denmark,Master’s degree,7.0,Hybrid,110124.0
1167,25-34 years old,South Africa,Master’s degree,6.0,Hybrid,37932.0
1168,18-24 years old,United States of America,Bachelor’s degree,3.0,Hybrid,140000.0
1170,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,115000.0
1171,35-44 years old,United States of America,Bachelor’s degree,9.0,Person,55000.0
1172,25-34 years old,Austria,Less than a Bachelors,3.0,Person,51189.0
1174,18-24 years old,United States of America,Bachelor’s degree,4.0,Remote,70000.0
1175,25-34 years old,United States of America,Post grad,2.0,Remote,218000.0
1176,Over 45,United States of America,Master’s degree,32.0,Person,170000.0
1177,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,155000.0
1179,25-34 years old,United States of America,Bachelor’s degree,3.0,Remote,155000.0
1181,18-24 years old,United States of America,Bachelor’s degree,2.0,Remote,100000.0
1183,18-24 years old,United States of America,Bachelor’s degree,2.0,Remote,90000.0
1185,25-34 years old,United States of America,Bachelor’s degree,4.0,Hybrid,150000.0
1186,35-44 years old,United States of America,Bachelor’s degree,20.0,Remote,115500.0
1187,18-24 years old,Italy,Less than a Bachelors,0.5,Person,20472.0
1188,25-34 years old,Canada,Bachelor’s degree,2.0,Remote,70276.0
1189,Over 45,United States of America,Bachelor’s degree,32.0,Remote,250000.0
1190,25-34 years old,Israel,Bachelor’s degree,6.0,Hybrid,69588.0
1191,35-44 years old,Sweden,Less than a Bachelors,17.0,Remote,182841.0
1193,25-34 years old,United States of America,Bachelor’s degree,7.0,Remote,140000.0
1195,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,Hybrid,109826.0
1197,18-24 years old,United States of America,Bachelor’s degree,2.0,Remote,100000.0
1201,35-44 years old,Sweden,Less than a Bachelors,16.0,Remote,91416.0
1202,25-34 years old,Finland,Bachelor’s degree,4.0,Hybrid,63984.0
1203,25-34 years old,Mexico,Bachelor’s degree,10.0,Remote,30108.0
1209,35-44 years old,"Iran, Islamic Republic of...",Master’s degree,12.0,Person,70920.0
1210,25-34 years old,United States of America,Master’s degree,10.0,Hybrid,300000.0
1212,Over 45,United States of America,Bachelor’s degree,37.0,Remote,126000.0
1214,25-34 years old,Italy,Master’s degree,8.0,Remote,47990.0
1217,25-34 years old,United States of America,Bachelor’s degree,5.0,Hybrid,155000.0
1218,25-34 years old,United States of America,Bachelor’s degree,10.0,Remote,180000.0
1219,25-34 years old,Austria,Master’s degree,7.0,Hybrid,46068.0
1220,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,Remote,65332.0
1221,25-34 years old,United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,10.0,Remote,62820.0
1224,35-44 years old,Canada,Post grad,7.0,Remote,136647.0
1226,35-44 years old,United States of America,Less than a Bachelors,7.0,Remote,185000.0
1228,25-34 years old,United States of America,Bachelor’s degree,5.0,Person,66000.0
1229,25-34 years old,United States of America,Bachelor’s degree,5.0,Remote,90000.0
1230,25-34 years old,France,Master’s degree,2.0,Person,38388.0
